step,fixed_time,frame,input_x,input_y,desired_vx,desired_vy,desired_vz,target_ax,target_ay,target_az,applied_ax,applied_ay,applied_az,grounded,stepped,step_rise,Player_vx,Player_vy,Player_vz,Player_avx,Player_avy,Player_avz,ChestPhysics_vx,ChestPhysics_vy,ChestPhysics_vz,ChestPhysics_angle_x,ChestPhysics_angle_y,ChestPhysics_angle_z,ChestPhysics_rel_avx,ChestPhysics_rel_avy,ChestPhysics_rel_avz,ThighPhysics_L_vx,ThighPhysics_L_vy,ThighPhysics_L_vz,ThighPhysics_L_angle_x,ThighPhysics_L_angle_y,ThighPhysics_L_angle_z,ThighPhysics_L_rel_avx,ThighPhysics_L_rel_avy,ThighPhysics_L_rel_avz,ThighPhysics_R_vx,ThighPhysics_R_vy,ThighPhysics_R_vz,ThighPhysics_R_angle_x,ThighPhysics_R_angle_y,ThighPhysics_R_angle_z,ThighPhysics_R_rel_avx,ThighPhysics_R_rel_avy,ThighPhysics_R_rel_avz,ShinPhysics_L_vx,ShinPhysics_L_vy,ShinPhysics_L_vz,ShinPhysics_L_angle_x,ShinPhysics_L_angle_y,ShinPhysics_L_angle_z,ShinPhysics_L_rel_avx,ShinPhysics_L_rel_avy,ShinPhysics_L_rel_avz,ShinPhysics_R_vx,ShinPhysics_R_vy,ShinPhysics_R_vz,ShinPhysics_R_angle_x,ShinPhysics_R_angle_y,ShinPhysics_R_angle_z,ShinPhysics_R_rel_avx,ShinPhysics_R_rel_avy,ShinPhysics_R_rel_avz,FootPhysics_L_vx,FootPhysics_L_vy,FootPhysics_L_vz,FootPhysics_L_angle_x,FootPhysics_L_angle_y,FootPhysics_L_angle_z,FootPhysics_L_rel_avx,FootPhysics_L_rel_avy,FootPhysics_L_rel_avz,FootPhysics_R_vx,FootPhysics_R_vy,FootPhysics_R_vz,FootPhysics_R_angle_x,FootPhysics_R_angle_y,FootPhysics_R_angle_z,FootPhysics_R_rel_avx,FootPhysics_R_rel_avy,FootPhysics_R_rel_avz,camera_offset_x,camera_offset_y,camera_offset_z,camera_distance
1493,29.859989420351472,8968,0,0,0,0,0,-0.000143311,0,-0.0009935164,-0.000143311,0,-0.0009935164,1,0,0,2.866219E-06,0,1.987032E-05,0,0,0,-0.0006262004,-0.00147654116,-0.0002221654,-0.152191162,0.0288000833,0.0466852076,0.00180848548,6.494019E-05,0.00275457045,0.0001241492,4.37945127E-05,-0.0007328687,0.0240348149,0.03467922,0.0740859,-0.0024045303,-1.40938118E-05,-0.001753908,0.00011887341,8.381903E-05,-0.000545027549,0.02090842,0.0335617252,0.07431967,-0.004846554,-0.000227359691,-0.00187557843,2.094331E-05,0.00240913033,0.00102503807,4.922175,0.0615219548,0.09430225,0.05007371,9.757739E-05,-0.000143852987,2.09039645E-05,0.002408743,0.0010230263,4.91952,0.06005047,0.09451022,0.0495832451,0.000100311081,-0.00014143328,-0.000314821285,-0.000761196,-0.00180250336,1.16525173,0.102190167,-0.0107727051,0.0246647429,0.001770578,-0.00224072416,-0.0003177917,-0.0007549077,-0.00181242975,1.15602255,0.09945282,-0.0106201172,0.0247726943,0.00179134379,-0.002245174,-0.5500161,2.13215256,2.73881,3.51421022
1494,29.879989413265307,8974,0,0,0,0,0,-0.000143415542,0,-0.0009933944,-0.000143415542,0,-0.0009933944,1,0,0,2.86830959E-06,-5.94556332E-06,1.986788E-05,0,0,0,-0.000626246,-0.00148372352,-0.00022219008,-0.152191162,0.0288007278,0.04668455,0.00180896267,6.583586E-05,0.00275551085,0.000124474071,3.46303E-05,-0.000724459067,0.0240521319,0.0346799642,0.0740856752,-0.00236197514,-1.31214474E-05,-0.001755879,0.000118774922,7.477403E-05,-0.000547956,0.0209031627,0.03356269,0.07431965,-0.004861647,-0.000226234435,-0.00187540846,2.10168946E-05,0.0023997575,0.00102526415,4.92200661,0.0615213551,0.0943009257,0.049822852,0.0001020238,-0.0001425988,2.09013269E-05,0.0024048835,0.0010228426,4.9195714,0.0600516759,0.09451002,0.0496669449,9.99803451E-05,-0.000141762488,-0.00031655858,-0.0007659197,-0.001811356,1.16529822,0.102199554,-0.0107727051,0.0247726329,0.00178819476,-0.00221950724,-0.0003171927,-0.000755295157,-0.0018091714,1.15600944,0.09945033,-0.0106201172,0.0247270837,0.001786207,-0.0022502346,-0.5500161,2.1321528,2.73881,3.51421022
1495,29.899989406179138,8981,0,0,0,0,0,-0.000143338,0,-0.0009935552,-0.000143338,0,-0.0009935552,1,0,0,2.86675868E-06,0,1.98710968E-05,0,0,0,-0.0006261109,-0.00147689879,-0.0002221654,-0.152191162,0.0288003832,0.0466856174,0.00180847372,6.52678355E-05,0.0027519546,0.000124402373,4.377961E-05,-0.0007320866,0.0240353718,0.0346796326,0.0740861744,-0.002400617,-1.40565444E-05,-0.00175517262,0.00011891016,8.38637352E-05,-0.00054510613,0.020912271,0.0335621946,0.0743194148,-0.00484697754,-0.000227331169,-0.00187575631,2.09345781E-05,0.002409637,0.00102462014,4.922182,0.061521776,0.09430214,0.0500701964,9.808411E-05,-0.000142942183,2.090894E-05,0.002408728,0.00102271978,4.919509,0.0600509048,0.0945099443,0.0495826937,9.979173E-05,-0.000141355136,-0.000314581819,-0.00076174736,-0.00180372922,1.1652354,0.102188416,-0.0107727051,0.02469049,0.00177051744,-0.00223535323,-0.000317907427,-0.000754714,-0.001812408,1.15602744,0.0994534343,-0.0106201172,0.0247711278,0.00179182889,-0.002245437,-0.5500161,2.13215256,2.73881,3.51421022
1496,29.91998939909297,8988,0,0,0,0,0,-0.000143432277,0,-0.0009933957,-0.000143432277,0,-0.0009933957,1,0,0,2.86864451E-06,-5.96046448E-06,1.98679063E-05,0,0,0,-0.0006262571,-0.00148373842,-0.000222187635,-0.152191162,0.0288008433,0.04668463,0.00180894311,6.576712E-05,0.00275530154,0.000124539743,3.46303E-05,-0.000724523037,0.024052605,0.03468009,0.07408584,-0.00236237445,-1.33940221E-05,-0.0017561327,0.000118778938,7.478893E-05,-0.000548049167,0.0209067538,0.03356292,0.07431946,-0.00486204354,-0.000226445889,-0.00187535223,2.13605254E-05,0.002399683,0.00102453679,4.922014,0.0615210161,0.09430095,0.0498210639,0.000101829915,-0.000143323239,2.08582533E-05,0.00240543485,0.00102272909,4.91956139,0.0600520037,0.09450986,0.0496668741,9.975445E-05,-0.0001416452,-0.000316348625,-0.000766709447,-0.00181199878,1.16528273,0.102197155,-0.0107727051,0.0247836951,0.00178834668,-0.00221531675,-0.000317252328,-0.000754103065,-0.00180923543,1.15601969,0.0994503,-0.0106201172,0.0247286875,0.00178607588,-0.00225178129,-0.5500161,2.1321528,2.73881,3.51421022
1497,29.9399893920068,8994,0,0,0,0,0,-0.000143342215,0,-0.0009934553,-0.000143342215,0,-0.0009934553,1,0,0,2.866843E-06,0,1.98690977E-05,0,0,0,-0.000626141,-0.00147654116,-0.0002221637,-0.152191162,0.0288002528,0.04668519,0.0018084459,6.49101639E-05,0.00275447988,0.000124505546,4.38392162E-05,-0.0007324552,0.0240339711,0.0346794,0.07408588,-0.002402612,-1.44214691E-05,-0.00175556308,0.000118890159,8.389354E-05,-0.00054866547,0.020896107,0.0335620455,0.07431961,-0.00486452645,-0.0002277611,-0.00187549414,2.10195612E-05,0.002410844,0.00102353143,4.92218637,0.0615219548,0.09430194,0.050068453,9.80117547E-05,-0.000142854609,2.1051088E-05,0.002410382,0.00102290907,4.9196,0.0600507446,0.09451014,0.04966923,9.788361E-05,-0.000141937,-0.000314677251,-0.000760242343,-0.00180475367,1.16525149,0.102184564,-0.0107727051,0.0247132424,0.00177023048,-0.00223691761,-0.000316981983,-0.0007530451,-0.001809793,1.15599,0.09944197,-0.0106201172,0.0247445479,0.001784982,-0.00224897848,-0.5500161,2.13215256,2.73881,3.51421022
1498,29.959989384920632,9000,0,0,0,0,0,-0.0001434088,0,-0.0009933854,-0.0001434088,0,-0.0009933854,1,0,0,2.868175E-06,-5.96046448E-06,1.98677E-05,0,0,0,-0.0006261939,-0.00148370862,-0.0002222077,-0.152191162,0.0288002361,0.04668439,0.00180891249,6.523042E-05,0.002755464,0.000124360435,3.46303E-05,-0.0007246338,0.0240499619,0.0346792378,0.07408506,-0.0023632,-1.38952882E-05,-0.00175503362,0.000118928983,7.47442245E-05,-0.000545410847,0.02090164,0.033561904,0.0743193254,-0.00484859757,-0.000227093988,-0.00187591685,2.11672832E-05,0.0023983717,0.00102391269,4.92201567,0.06152115,0.0943007,0.0498198047,0.000102362312,-0.000143441692,2.11774641E-05,0.00240305066,0.00102255354,4.91953468,0.0600500181,0.09451,0.0495833,0.000100807061,-0.000141946584,-0.000316650869,-0.000769451261,-0.001812094,1.16528618,0.102199063,-0.0107727051,0.02478301,0.00178966613,-0.00221614866,-0.000317841652,-0.0007584393,-0.0018122585,1.15600359,0.0994492248,-0.0106201172,0.02476668,0.00179260131,-0.00224143756,-0.5500161,2.1321528,2.73881,3.51421022
1499,29.979989377834467,9006,0,0,0,0,0,-0.000143324913,0,-0.0009935644,-0.000143324913,0,-0.0009935644,1,0,0,2.8664972E-06,1.49011612E-08,1.987128E-05,0,0,0,-0.0006261484,-0.00147691369,-0.000222162722,-0.152191162,0.0288001169,0.0466857031,0.00180867664,6.54340256E-05,0.00275210524,0.0001241483,4.38243151E-05,-0.0007325653,0.0240314063,0.03467953,0.07408524,-0.00240273448,-1.34550874E-05,-0.00175411371,0.000118879922,8.38786364E-05,-0.000544366369,0.0209173,0.0335621051,0.07431904,-0.004843554,-0.00022661213,-0.00187583116,2.08282472E-05,0.00241078436,0.00102338858,4.92218733,0.0615226775,0.09430186,0.05006832,9.871232E-05,-0.000143471538,2.098388E-05,0.00240880251,0.00102206285,4.919483,0.0600508377,0.09450952,0.0495786332,0.000101700083,-0.00014153267,-0.000314715115,-0.000760346651,-0.00180474028,1.16525543,0.102187313,-0.0107727051,0.024712529,0.00177021674,-0.002237952,-0.000318084436,-0.0007545501,-0.00181273115,1.15605867,0.0994604155,-0.0105896,0.0247757826,0.00179212668,-0.00224853586,-0.5500161,2.13215256,2.73881,3.51421022
1500,29.9999893707483,9013,0,0,0,0,0,-0.000143448953,0,-0.0009934031,-0.000143448953,0,-0.0009934031,1,0,0,2.868978E-06,-5.94556332E-06,1.98680555E-05,0,0,0,-0.000626280729,-0.00148375332,-0.000222201343,-0.152191162,0.02880119,0.0466846377,0.00180873519,6.633262E-05,0.0027554112,0.000124417187,3.46004963E-05,-0.0007246383,0.02404769,0.0346805677,0.07408533,-0.00236267387,-1.28580459E-05,-0.00175572885,0.000118912765,7.477403E-05,-0.000547928968,0.0209129713,0.0335634947,0.07431998,-0.00486167474,-0.000225872442,-0.00187621452,2.11140559E-05,0.0023984164,0.00102405273,4.92201662,0.06152116,0.09430098,0.04982012,0.000101919788,-0.000143009122,2.09680275E-05,0.002406016,0.001022934,4.91953754,0.06005244,0.0945106,0.0496670939,9.95719238E-05,-0.000141410361,-0.0003164616,-0.000769272447,-0.00181198481,1.1652931,0.102196552,-0.0107727051,0.0247798953,0.0017895007,-0.00221356773,-0.000317305065,-0.0007523447,-0.00180888851,1.15605068,0.09945338,-0.0106201172,0.02472012,0.00178597879,-0.00225411053,-0.5500161,2.1321528,2.73881,3.51421022
1501,30.01998936366213,9019,0,0,0,0,0,-0.000143343234,0,-0.0009934662,-0.000143343234,0,-0.0009934662,1,0,0,2.8668635E-06,1.49011612E-08,1.9869316E-05,0,0,0,-0.0006261442,-0.00147654116,-0.000222151517,-0.152191162,0.0288007166,0.04668526,0.001808566,6.508174E-05,0.00275444356,0.000124396567,4.38392162E-05,-0.000732392946,0.0240292232,0.0346801,0.07408603,-0.00240216684,-1.42214312E-05,-0.00175511767,0.000118884709,8.38637352E-05,-0.000548542535,0.0209032167,0.03356288,0.07431984,-0.00486405427,-0.000227517987,-0.00187557947,2.09588416E-05,0.00241081417,0.00102358614,4.92218733,0.06152275,0.09430263,0.05006841,9.851325E-05,-0.000142987279,2.10464423E-05,0.00240989029,0.0010235284,4.91957951,0.0600519851,0.09451015,0.0496704765,9.835551E-05,-0.000141935583,-0.000314702047,-0.0007600188,-0.001804646,1.16525841,0.102186345,-0.0107727051,0.0247101672,0.0017704973,-0.0022366913,-0.000316911552,-0.00075289607,-0.001808879,1.15601194,0.09944758,-0.0106201172,0.0247253589,0.00178497762,-0.00224873121,-0.5500161,2.13215256,2.73881,3.51421022
1502,30.039989356575962,9026,0,0,0,0,0,-0.000143427649,0,-0.0009934036,-0.000143427649,0,-0.0009934036,1,0,0,2.86855175E-06,-5.96046448E-06,1.98680646E-05,0,0,0,-0.000626199064,-0.00148372352,-0.000222217117,-0.152191162,0.0288009364,0.0466844551,0.001808873,6.55293043E-05,0.00275550154,0.000124538827,3.46153975E-05,-0.000724539335,0.0240457747,0.0346800536,0.0740856454,-0.00236263173,-1.37876486E-05,-0.00175600278,0.0001189394,7.472932E-05,-0.000545252755,0.0209097452,0.03356293,0.07431924,-0.00484791957,-0.000226952761,-0.00187604676,2.11547E-05,0.0023984164,0.00102426484,4.922018,0.06152069,0.0943010747,0.04982044,0.000101653968,-0.000142795325,2.10707E-05,0.00240309536,0.001023208,4.919517,0.06005159,0.09450943,0.04958448,0.000100584613,-0.0001416422,-0.0003164564,-0.000769212842,-0.00181176024,1.16529679,0.102198251,-0.0107727051,0.0247773658,0.00178914983,-0.0022144122,-0.0003179684,-0.000757738948,-0.00181163987,1.15601444,0.099451974,-0.0106201172,0.0247543864,0.00179243635,-0.00224487972,-0.5500161,2.1321528,2.73881,3.51421022
1503,30.059989349489793,9032,0,0,0,0,0,-0.000143336583,0,-0.000993507,-0.000143336583,0,-0.000993507,1,0,0,2.86673048E-06,0,1.98701309E-05,0,0,0,-0.000626145746,-0.00147689879,-0.0002221627,-0.152191162,0.0288007762,0.04668578,0.001808421,6.533022E-05,0.00275201,0.000124193917,4.38541174E-05,-0.0007323707,0.02402808,0.0346801057,0.0740856454,-0.00240181969,-1.37257312E-05,-0.00175430242,0.000119043885,8.392334E-05,-0.000547854463,0.0209062882,0.0335629,0.0743196458,-0.004860849,-0.000226932752,-0.00187656109,2.105742E-05,0.002410829,0.00102383469,4.92218971,0.06152261,0.09430164,0.0500690266,9.87872045E-05,-0.000143966769,2.09990667E-05,0.00241106749,0.0010225866,4.919568,0.0600516759,0.0945101455,0.0496658981,9.91257548E-05,-0.000141141776,-0.0003145773,-0.0007600337,-0.001804566,1.165259,0.10218703,-0.0107727051,0.0247078016,0.00177001755,-0.00223714439,-0.000317095983,-0.000751584768,-0.00181005313,1.15601683,0.09944888,-0.0106201172,0.02474875,0.00178496889,-0.00225185161,-0.5500161,2.13215256,2.73881,3.51421022
1504,30.079989342403628,9039,0,0,0,0,0,-0.000143420461,0,-0.0009933276,-0.000143420461,0,-0.0009933276,1,0,0,2.868408E-06,-5.96046448E-06,1.98665439E-05,0,0,0,-0.0006262121,-0.00148375332,-0.000222196628,-0.152191162,0.0288008712,0.0466845743,0.00180926675,6.532581E-05,0.00275524682,0.000124551079,3.45855951E-05,-0.000724448531,0.02404482,0.03467993,0.07408548,-0.0023622727,-1.3985431E-05,-0.0017559703,0.000118676413,7.47442245E-05,-0.000548859069,0.02089348,0.0335628,0.07431898,-0.00486577256,-0.000227225639,-0.0018746173,2.12040086E-05,0.0023984313,0.00102435355,4.92202,0.0615211427,0.0943009257,0.0498204641,0.0001015981,-0.0001428909,2.10792932E-05,0.00240471959,0.00102294749,4.91960669,0.0600515045,0.09450957,0.0496700965,9.856338E-05,-0.000142720979,-0.0003166138,-0.00076918304,-0.00181180763,1.16529167,0.102197237,-0.0107727051,0.0247778781,0.00178956124,-0.00221560639,-0.000316958321,-0.0007560849,-0.0018092203,1.15597582,0.09944113,-0.0106201172,0.024730105,0.00178584771,-0.00224616681,-0.5500161,2.1321528,2.73881,3.51421022
1505,30.09998933531746,9045,0,0,0,0,0,-0.000143340192,0,-0.0009935175,-0.000143340192,0,-0.0009935175,1,0,0,2.86680279E-06,1.49011612E-08,1.98703419E-05,0,0,0,-0.0006261519,-0.00147654116,-0.000222157454,-0.152191162,0.0288001131,0.0466852859,0.00180829677,6.48702844E-05,0.002754442,0.0001242071,4.38243151E-05,-0.0007323445,0.0240268614,0.03467925,0.07408564,-0.00240205042,-1.43707039E-05,-0.00175408751,0.000119131204,8.389354E-05,-0.000545254268,0.02090094,0.0335617922,0.07431946,-0.004847542,-0.000227737357,-0.00187673245,2.08457423E-05,0.002410829,0.00102378032,4.922191,0.0615223348,0.09430244,0.0500688739,9.814457E-05,-0.000143390484,2.11189217E-05,0.0024086833,0.00102220837,4.91954041,0.06004983,0.0945105553,0.04958177,9.979966E-05,-0.00014112168,-0.000314703037,-0.000760093331,-0.001804621,1.16525531,0.102186322,-0.0107727051,0.0247100126,0.00177024456,-0.00223771366,-0.000317777623,-0.0007559657,-0.0018132464,1.15599966,0.0994470641,-0.0106201172,0.0247883163,0.00179187988,-0.00224213558,-0.5500161,2.13215256,2.73881,3.51421022
1506,30.119989328231291,9051,0,0,0,0,0,-0.000143397265,0,-0.000993436,-0.000143397265,0,-0.000993436,1,0,0,2.8679442E-06,-5.94556332E-06,1.98687121E-05,0,0,0,-0.000626236433,-0.00148372352,-0.000222216826,-0.152191162,0.0288007427,0.04668465,0.00180889829,6.59334E-05,0.00275559188,0.000124253755,3.46303E-05,-0.000724545331,0.0240438785,0.0346798263,0.07408537,-0.00236240053,-1.32162422E-05,-0.00175478519,0.000118638716,7.47591257E-05,-0.0005446192,0.0209141783,0.0335626043,0.0743188,-0.004845034,-0.000226208416,-0.00187477784,2.11976912E-05,0.0023984015,0.001024321,4.922022,0.0615200624,0.0943011045,0.04982063,0.000101927122,-0.000143841564,2.09500176E-05,0.00240372121,0.00102191092,4.919488,0.0600507036,0.09450975,0.0495790951,0.000102034006,-0.000142238947,-0.000316482852,-0.000769346952,-0.00181175524,1.16529274,0.102196492,-0.0107727051,0.0247779451,0.00178905379,-0.00221500127,-0.00031826162,-0.000756680965,-0.001812448,1.15604925,0.09945695,-0.0105896,0.0247675721,0.00179309887,-0.00224859221,-0.5500161,2.1321528,2.73881,3.51421022
1507,30.139989321145123,9058,0,0,0,0,0,-0.000143344,0,-0.0009936743,-0.000143344,0,-0.0009936743,1,0,0,2.866879E-06,1.49011612E-08,1.98734779E-05,0,0,0,-0.0006261257,-0.00147691369,-0.000222163537,-0.152191162,0.0288006477,0.0466858335,0.00180852646,6.525036E-05,0.00275194668,0.00012445575,4.37945127E-05,-0.0007252742,0.0240653474,0.0346798673,0.07408564,-0.002366599,-1.37379893E-05,-0.00175546738,0.000118927164,8.38637352E-05,-0.0005478246,0.0209117923,0.0335624069,0.0743202642,-0.004860643,-0.000227127457,-0.00187584641,2.0755846E-05,0.00240749121,0.00102355762,4.92199039,0.06152224,0.09430136,0.04989594,0.000102710932,-0.000141995828,2.09046411E-05,0.00241105258,0.0010226263,4.91954136,0.0600520633,0.0945109352,0.04966587,9.94769653E-05,-0.000141257638,-0.000316631078,-0.000763103366,-0.00180964137,1.165358,0.102211542,-0.0107421875,0.0247583538,0.00178387482,-0.002233035,-0.0003172508,-0.0007506013,-0.00180946616,1.156054,0.09945575,-0.0106201172,0.02473496,0.00178504433,-0.00225590938,-0.5500161,2.13215256,2.73881,3.51421022
1508,30.159989314058954,9064,0,0,0,0,0,-0.000143415717,0,-0.0009932903,-0.000143415717,0,-0.0009932903,1,0,0,2.86831323E-06,-5.96046448E-06,1.98658E-05,0,0,0,-0.0006261787,-0.00148376822,-0.000222182716,-0.152191162,0.02880029,0.04668453,0.00180900085,6.507442E-05,0.00275524636,0.000124347309,3.46452E-05,-0.0007328732,0.0240422636,0.0346794352,0.0740866438,-0.00240464834,-1.428801E-05,-0.00175475841,0.000118901487,7.478893E-05,-0.0005487214,0.0209001731,0.0335618332,0.07432012,-0.00486481842,-0.0002276024,-0.00187553989,2.08213714E-05,0.00240401924,0.00102589291,4.92216063,0.06152185,0.09430222,0.05007597,9.673235E-05,-0.000142883655,2.09662467E-05,0.0024048537,0.00102365867,4.919583,0.06005061,0.09451052,0.0496714264,9.759959E-05,-0.000141694181,-0.0003146971,-0.000762715936,-0.00180151267,1.16525328,0.102192305,-0.0107727051,0.0246420819,0.00177094655,-0.00223831879,-0.0003170886,-0.0007548183,-0.00180839433,1.156005,0.09944524,-0.0106201172,0.024712503,0.00178593525,-0.002249041,-0.5500161,2.1321528,2.73881,3.51421022
1509,30.179989306972789,9071,0,0,0,0,0,-0.000143352328,0,-0.0009934532,-0.000143352328,0,-0.0009934532,1,0,0,2.8670454E-06,0,1.98690559E-05,0,0,0,-0.000626273744,-0.00147655606,-0.00022218081,-0.152191162,0.02880053,0.0466856,0.00180854625,6.576649E-05,0.002754101,0.000124432918,4.38541174E-05,-0.0007312176,0.0240223017,0.034679953,0.0740864649,-0.00239564339,-1.32376854E-05,-0.0017557625,0.000118861979,8.390844E-05,-0.000544997456,0.0209081974,0.0335626453,0.07431982,-0.004846907,-0.000226189179,-0.00187595037,2.1281403E-05,0.002410397,0.00102559361,4.92219639,0.0615219474,0.09430194,0.0499948934,9.781949E-05,-0.000143719415,2.12154719E-05,0.0024086982,0.00102301291,4.91951942,0.0600510836,0.0945103243,0.0495832562,0.000101471596,-0.0001422132,-0.000314329,-0.00075984,-0.00180684752,1.16520441,0.102175474,-0.0108032227,0.0247368217,0.0017732908,-0.00222325069,-0.000317669153,-0.000754982233,-0.00181245664,1.15602267,0.09945279,-0.0106201172,0.0247733071,0.001791244,-0.00224337913,-0.5500161,2.13215256,2.73881,3.51421022
1510,30.199989299886621,9077,0,0,0,0,0,-0.000143435551,0,-0.0009934116,-0.000143435551,0,-0.0009934116,1,0,0,2.86870977E-06,-5.94556332E-06,1.98682246E-05,0,0,0,-0.0006262328,-0.00148372352,-0.000222196235,-0.152191162,0.0288011,0.0466846675,0.00180888642,6.581463E-05,0.002755417,0.000124663522,3.46452E-05,-0.0007239127,0.0240437668,0.0346801728,0.07408522,-0.00235939049,-1.356951E-05,-0.0017567036,0.000118864686,7.480383E-05,-0.000548034965,0.0209031738,0.0335631333,0.0743194744,-0.00486191,-0.000226632808,-0.00187573116,2.138559E-05,0.002399996,0.001023174,4.92203236,0.0615210272,0.0943005159,0.0498156026,0.000103199396,-0.000142941746,2.09907012E-05,0.00240539014,0.00102277147,4.919571,0.0600518025,0.0945098251,0.0496670827,9.95719E-05,-0.00014175495,-0.000316531077,-0.0007713139,-0.00181328587,1.16526258,0.102193967,-0.0107727051,0.0248088054,0.00178993959,-0.002211093,-0.00031725422,-0.0007545203,-0.00180933869,1.156012,0.09944866,-0.0106201172,0.0247322191,0.0017861306,-0.00225073239,-0.5500161,2.1321528,2.73881,3.51421022
1511,30.219989292800452,9083,0,0,0,0,0,-0.000143328871,0,-0.0009936803,-0.000143328871,0,-0.0009936803,1,0,0,2.86657632E-06,1.49011612E-08,1.98736E-05,0,0,0,-0.0006261017,-0.00147689879,-0.000222155417,-0.152191162,0.0288002063,0.04668586,0.0018084012,6.457799E-05,0.00275142165,0.000124343816,4.38243151E-05,-0.000725468562,0.0240641236,0.034679167,0.07408513,-0.0023680008,-1.46728926E-05,-0.00175457192,0.000118961892,8.38637352E-05,-0.0005451578,0.0209122561,0.03356168,0.0743193254,-0.00484692445,-0.000228177087,-0.0018757116,2.10482322E-05,0.0024074614,0.00102244993,4.922,0.0615209937,0.09430122,0.0498935468,0.000101520069,-0.000143277779,2.09472619E-05,0.002408713,0.00102266169,4.91950846,0.0600499846,0.09450969,0.04958273,9.905712E-05,-0.000141348253,-0.000316440739,-0.000764071941,-0.00181047618,1.16534054,0.102206439,-0.0107421875,0.0247734319,0.00178401184,-0.0022289264,-0.000317897851,-0.0007547736,-0.00181242242,1.15603292,0.0994514152,-0.0106201172,0.0247712359,0.00179162982,-0.00224622758,-0.5500161,2.13215256,2.73881,3.51421022
1512,30.239989285714284,9090,0,0,0,0,0,-0.00014339789,0,-0.0009933061,-0.00014339789,0,-0.0009933061,1,0,0,2.86795671E-06,-5.94556332E-06,1.98661128E-05,0,0,0,-0.000626248657,-0.00148375332,-0.000222193587,-0.152191162,0.0287999641,0.0466847979,0.00180925883,6.5091E-05,0.00275528827,0.000124161641,3.46153975E-05,-0.000733222,0.0240398087,0.0346792,0.07408535,-0.00240613776,-1.38009482E-05,-0.00175402663,0.000118837212,7.47591257E-05,-0.000548024371,0.0209069867,0.03356168,0.07431933,-0.004861587,-0.000226983553,-0.00187542848,2.08580186E-05,0.00240233541,0.0010250957,4.9221673,0.0615219362,0.09430088,0.0500749573,9.821608E-05,-0.000143577185,2.08885212E-05,0.002404973,0.00102282886,4.919561,0.0600505024,0.0945097655,0.0496670566,9.938181E-05,-0.000141577082,-0.00031479192,-0.000763058662,-0.0018020249,1.16524518,0.102192514,-0.0107727051,0.02465194,0.0017714696,-0.00223783217,-0.000317305268,-0.0007548481,-0.0018090111,1.156021,0.0994490162,-0.0106201172,0.0247232076,0.00178642245,-0.0022517012,-0.5500161,2.1321528,2.73881,3.51421022
1513,30.259989278628115,9096,0,0,0,0,0,-0.000143345067,0,-0.0009933818,-0.000143345067,0,-0.0009933818,1,0,0,2.8669E-06,0,1.9867628E-05,0,0,0,-0.000626263267,-0.00147654116,-0.000222181421,-0.152191162,0.0288004838,0.0466856845,0.001808343,6.598492E-05,0.00275462563,0.000124361526,4.386902E-05,-0.00073133636,0.0240191147,0.034679953,0.07408564,-0.00239618053,-1.30899025E-05,-0.00175544166,0.00011880794,8.390844E-05,-0.0005485188,0.0208960548,0.0335627,0.07431901,-0.00486447569,-0.000226124059,-0.00187568425,2.10766739E-05,0.00241035223,0.00102506974,4.92220163,0.0615222231,0.09430198,0.04999387,9.797233E-05,-0.000143341764,2.09217651E-05,0.00241035223,0.00102307112,4.91959953,0.06005093,0.09450956,0.04966934,9.922837E-05,-0.000141738361,-0.000314642617,-0.000760227442,-0.001807136,1.16520238,0.102175668,-0.0108032227,0.0247429051,0.00177386089,-0.00222612522,-0.0003170045,-0.000752881169,-0.00180963287,1.15598941,0.09944177,-0.0106201172,0.0247419737,0.00178495294,-0.00224938756,-0.5500161,2.13215256,2.73881,3.51421022
1514,30.27998927154195,9103,0,0,0,0,0,-0.00014344693,0,-0.0009934162,-0.00014344693,0,-0.0009934162,1,0,0,2.86893737E-06,-5.96046448E-06,1.98683156E-05,0,0,0,-0.0006261899,-0.00148370862,-0.0002221833,-0.152191162,0.0288007669,0.04668464,0.00180894113,6.567671E-05,0.00275539234,0.000124570986,3.46601E-05,-0.000723916455,0.0240401383,0.0346797742,0.07408524,-0.00235959119,-1.38949026E-05,-0.001756103,0.000119059951,7.478893E-05,-0.0005454009,0.0209021587,0.0335626043,0.0743195862,-0.0048485864,-0.000227069482,-0.00187657331,2.12729428E-05,0.00240004063,0.00102302525,4.92203665,0.06152115,0.0943012238,0.04981528,0.00010314049,-0.000142927573,2.114038E-05,0.00240305066,0.00102268229,4.919535,0.0600512177,0.0945103839,0.04958361,0.000101073667,-0.00014132986,-0.000316587859,-0.0007712394,-0.001813385,1.16526449,0.102195911,-0.0107727051,0.0248095877,0.0017901106,-0.00221193442,-0.000317852362,-0.0007583797,-0.001812215,1.15599835,0.09945072,-0.0106201172,0.0247648526,0.00179243507,-0.002243031,-0.5500161,2.1321528,2.73881,3.51421022
