step,fixed_time,frame,input_x,input_y,desired_vx,desired_vy,desired_vz,target_ax,target_ay,target_az,applied_ax,applied_ay,applied_az,grounded,stepped,step_rise,Player_vx,Player_vy,Player_vz,Player_avx,Player_avy,Player_avz,ChestPhysics_vx,ChestPhysics_vy,ChestPhysics_vz,ChestPhysics_angle_x,ChestPhysics_angle_y,ChestPhysics_angle_z,ChestPhysics_rel_avx,ChestPhysics_rel_avy,ChestPhysics_rel_avz,ThighPhysics_L_vx,ThighPhysics_L_vy,ThighPhysics_L_vz,ThighPhysics_L_angle_x,ThighPhysics_L_angle_y,ThighPhysics_L_angle_z,ThighPhysics_L_rel_avx,ThighPhysics_L_rel_avy,ThighPhysics_L_rel_avz,ThighPhysics_R_vx,ThighPhysics_R_vy,ThighPhysics_R_vz,ThighPhysics_R_angle_x,ThighPhysics_R_angle_y,ThighPhysics_R_angle_z,ThighPhysics_R_rel_avx,ThighPhysics_R_rel_avy,ThighPhysics_R_rel_avz,ShinPhysics_L_vx,ShinPhysics_L_vy,ShinPhysics_L_vz,ShinPhysics_L_angle_x,ShinPhysics_L_angle_y,ShinPhysics_L_angle_z,ShinPhysics_L_rel_avx,ShinPhysics_L_rel_avy,ShinPhysics_L_rel_avz,ShinPhysics_R_vx,ShinPhysics_R_vy,ShinPhysics_R_vz,ShinPhysics_R_angle_x,ShinPhysics_R_angle_y,ShinPhysics_R_angle_z,ShinPhysics_R_rel_avx,ShinPhysics_R_rel_avy,ShinPhysics_R_rel_avz,FootPhysics_L_vx,FootPhysics_L_vy,FootPhysics_L_vz,FootPhysics_L_angle_x,FootPhysics_L_angle_y,FootPhysics_L_angle_z,FootPhysics_L_rel_avx,FootPhysics_L_rel_avy,FootPhysics_L_rel_avz,FootPhysics_R_vx,FootPhysics_R_vy,FootPhysics_R_vz,FootPhysics_R_angle_x,FootPhysics_R_angle_y,FootPhysics_R_angle_z,FootPhysics_R_rel_avx,FootPhysics_R_rel_avy,FootPhysics_R_rel_avz,camera_offset_x,camera_offset_y,camera_offset_z,camera_distance
378,7.5599973214285709,2008,0,0,0,0,0,-0.000143424739,0,-0.0009934026,-0.000143424739,0,-0.0009934026,1,0,0,2.86849354E-06,-5.94556332E-06,1.98680427E-05,0,0,0,-0.000626193,-0.00148370862,-0.000222216491,-0.152191162,0.02880084,0.0466844663,0.001809189,6.530832E-05,0.00275546615,0.000124575454,3.46452E-05,-0.000724497833,0.02405249,0.0346800052,0.07408591,-0.00236248714,-1.39159793E-05,-0.00175612769,0.000118940348,7.477403E-05,-0.0005452816,0.0209102631,0.0335626677,0.07431981,-0.004847999,-0.00022708968,-0.00187599543,2.11654587E-05,0.002399683,0.00102459022,4.92201328,0.061521057,0.09430125,0.04982119,0.00010090146,-0.000142746576,2.12443229E-05,0.00240308046,0.00102311827,4.919516,0.0600512,0.0945099443,0.0495843142,0.000100504229,-0.000142116623,-0.000316406949,-0.000766694546,-0.00181193347,1.16528487,0.10219606,-0.0107727051,0.0247829463,0.00178837369,-0.002215899,-0.000317867758,-0.000757813454,-0.00181173836,1.156018,0.09945338,-0.0106201172,0.02475558,0.00179254706,-0.00224278821,-0.5500161,2.1321528,2.73881,3.51421022
379,7.5799973143424033,2013,0,0,0,0,0,-0.000143324345,0,-0.0009935149,-0.000143324345,0,-0.0009935149,1,0,0,2.86648583E-06,0,1.9870291E-05,0,0,0,-0.000626129331,-0.00147691369,-0.000222161136,-0.152191162,0.02880048,0.0466856733,0.0018082211,6.526531E-05,0.00275205448,0.000124269674,4.38243151E-05,-0.000732496439,0.0240341742,0.03467981,0.0740854442,-0.00240255427,-1.39424756E-05,-0.00175460125,0.000118908407,8.389354E-05,-0.000547856558,0.0209068116,0.0335624777,0.07431942,-0.00486079231,-0.000227083074,-0.00187581987,2.10219059E-05,0.00241085887,0.00102353946,4.922186,0.06152217,0.09430102,0.0500685535,9.867476E-05,-0.000143651836,2.09568334E-05,0.00241051614,0.00102260173,4.919567,0.0600514039,0.09450989,0.04966593,9.883255E-05,-0.000141565455,-0.000314644567,-0.000760138035,-0.00180473528,1.16525245,0.102184661,-0.0107727051,0.0247126352,0.00177003338,-0.00223752321,-0.000317260361,-0.000752419233,-0.00180981657,1.15601587,0.09944744,-0.0106201172,0.0247436855,0.00178546074,-0.00225278968,-0.5500161,2.13215256,2.73881,3.51421022
380,7.5999973072562357,2019,0,0,0,0,0,-0.000143416182,0,-0.0009933225,-0.000143416182,0,-0.0009933225,1,0,0,2.86832255E-06,-5.96046448E-06,1.9866442E-05,0,0,0,-0.0006262204,-0.00148373842,-0.000222215283,-0.152191162,0.0288006645,0.0466845222,0.00180910819,6.53716052E-05,0.00275528035,0.000124286264,3.46004963E-05,-0.0007246213,0.02405008,0.0346797034,0.07408533,-0.00236310577,-1.39038193E-05,-0.00175467657,0.000118877913,7.472932E-05,-0.0005488115,0.0208941847,0.0335624553,0.0743191242,-0.00486553973,-0.000227115626,-0.00187564141,2.12403884E-05,0.0023984015,0.00102391536,4.922015,0.0615216233,0.09430158,0.0498197973,0.000102311576,-0.000143853453,2.095769E-05,0.00240474939,0.001023047,4.919606,0.0600512177,0.09450965,0.04967017,9.880687E-05,-0.000141659373,-0.000316598278,-0.000769466162,-0.001812086,1.16528714,0.102199182,-0.0107727051,0.0247830525,0.00178975612,-0.002214578,-0.000317096856,-0.0007559657,-0.00180912646,1.15597284,0.09944129,-0.0106201172,0.0247289669,0.001786047,-0.00224760734,-0.5500161,2.1321528,2.73881,3.51421022
381,7.619997300170068,2024,0,0,0,0,0,-0.000143359561,0,-0.000993512,-0.000143359561,0,-0.000993512,1,0,0,2.86719E-06,1.49011612E-08,1.98702328E-05,0,0,0,-0.00062618067,-0.00147655606,-0.000222154573,-0.152191162,0.0287999865,0.0466853641,0.00180832669,6.500592E-05,0.002753904,0.000124438433,4.38243151E-05,-0.000732524146,0.0240312386,0.03467911,0.07408564,-0.002402941,-1.4307343E-05,-0.00175524317,0.000119125871,8.38637352E-05,-0.0005452547,0.0209016763,0.0335615724,0.0743195862,-0.00484755635,-0.000227657336,-0.00187670463,2.08269521E-05,0.00241079926,0.00102340325,4.922187,0.06152165,0.09430148,0.05006827,9.76117444E-05,-0.00014256929,2.10803064E-05,0.0024086982,0.00102227752,4.91954041,0.0600497164,0.09451078,0.049582053,9.97084062E-05,-0.0001410326,-0.0003146043,-0.000760182738,-0.001804717,1.16525722,0.102185085,-0.0107727051,0.0247112587,0.00177013781,-0.00223648129,-0.000317814556,-0.000755772,-0.00181314512,1.155998,0.0994458944,-0.0106201172,0.02478659,0.00179171911,-0.00224343943,-0.5500161,2.13215256,2.73881,3.51421022
382,7.6399972930838995,2031,0,0,0,0,0,-0.000143414087,0,-0.0009934301,-0.000143414087,0,-0.0009934301,1,0,0,2.86828072E-06,-5.96046448E-06,1.98685957E-05,0,0,0,-0.000626266934,-0.00148373842,-0.000222223229,-0.152191162,0.0288006235,0.0466846637,0.00180920842,6.579709E-05,0.0027555197,0.00012450364,3.46303E-05,-0.0007246445,0.0240476523,0.0346798263,0.07408533,-0.00236285338,-1.30734788E-05,-0.00175605121,0.000118642834,7.477403E-05,-0.0005446463,0.02091478,0.0335625,0.0743187144,-0.004845196,-0.000226106,-0.00187481474,2.1147076E-05,0.0023984015,0.00102408789,4.92201662,0.0615215823,0.09430117,0.0498202965,0.000103130034,-0.000142772842,2.09641985E-05,0.00240425766,0.0010218746,4.919488,0.06005088,0.09450907,0.04957908,0.000102434482,-0.000142268167,-0.000316737074,-0.000769287348,-0.00181184162,1.16529477,0.102201052,-0.0107727051,0.0247796755,0.0017895808,-0.00221757544,-0.000318097678,-0.0007558167,-0.00181263965,1.15605032,0.0994579941,-0.0105896,0.0247718319,0.00179260538,-0.00224768254,-0.5500161,2.1321528,2.73881,3.51421022
383,7.6599972859977319,2037,0,0,0,0,0,-0.000143365061,0,-0.0009935182,-0.000143365061,0,-0.0009935182,1,0,0,2.8673E-06,0,1.98703565E-05,0,0,0,-0.000626223,-0.00147654116,-0.00022215856,-0.152191162,0.0288008768,0.0466854647,0.0018085,6.576084E-05,0.00275404332,0.000124373735,4.38392162E-05,-0.0007324439,0.0240294747,0.0346802473,0.07408571,-0.00240207138,-1.341572E-05,-0.00175528054,0.000118931021,8.38786364E-05,-0.000547814241,0.0209121443,0.03356292,0.07431988,-0.004860777,-0.00022657348,-0.00187607785,2.09541377E-05,0.00241081417,0.00102370849,4.922188,0.06152217,0.0943017453,0.0500688553,9.791223E-05,-0.0001430532,2.08583751E-05,0.00241051614,0.00102260348,4.91954136,0.0600518771,0.09451072,0.0496657267,9.92760761E-05,-0.000141094264,-0.000314492121,-0.000759989,-0.0018045567,1.16526079,0.102185093,-0.0107727051,0.0247075669,0.00177001918,-0.00223515043,-0.000317357015,-0.000751465559,-0.00180932507,1.15605116,0.09945367,-0.0106201172,0.0247313213,0.00178568729,-0.00225513359,-0.5500161,2.13215256,2.73881,3.51421022
384,7.6799972789115643,2042,0,0,0,0,0,-0.0001434207,0,-0.0009933433,-0.0001434207,0,-0.0009933433,1,0,0,2.86841259E-06,-5.96046448E-06,1.98668586E-05,0,0,0,-0.0006262211,-0.00148372352,-0.000222209,-0.152191162,0.0288011171,0.04668458,0.00180894672,6.553498E-05,0.00275543774,0.000124549711,3.45855951E-05,-0.000724481069,0.0240460448,0.0346802734,0.07408523,-0.002362319,-1.37775733E-05,-0.00175606937,0.00011881617,7.47442245E-05,-0.0005487064,0.0209003054,0.0335631371,0.07432007,-0.004865145,-0.000226919787,-0.00187541416,2.114746E-05,0.0023984313,0.00102432363,4.92201853,0.06152132,0.09430052,0.04982036,0.000102028047,-0.000142717545,2.112144E-05,0.0024048388,0.00102366868,4.91958332,0.06005223,0.09451044,0.0496715456,9.908461E-05,-0.000142286328,-0.0003165771,-0.000769108534,-0.00181178178,1.16529536,0.1021977,-0.0107727051,0.0247773435,0.00178947079,-0.00221548276,-0.0003170065,-0.0007548481,-0.00180839223,1.15600514,0.09944775,-0.0106201172,0.02471301,0.00178564608,-0.002248929,-0.5500161,2.1321528,2.73881,3.51421022
385,7.6999972718253966,2048,0,0,0,0,0,-0.000143324636,0,-0.0009935262,-0.000143324636,0,-0.0009935262,1,0,0,2.86649151E-06,1.49011612E-08,1.98705166E-05,0,0,0,-0.000626113149,-0.00147691369,-0.000222165923,-0.152191162,0.028800454,0.04668576,0.00180843042,6.482073E-05,0.00275199185,0.0001241904,4.38243151E-05,-0.0007323212,0.02402822,0.0346796438,0.0740856454,-0.00240186718,-1.43171892E-05,-0.00175405852,0.000118972785,8.38786364E-05,-0.000545096933,0.0209088344,0.03356231,0.07431977,-0.004846837,-0.000227585464,-0.00187600893,2.10197832E-05,0.002410844,0.00102380244,4.92219,0.0615219362,0.09430225,0.05006882,9.774121E-05,-0.000143920552,2.11783263E-05,0.002408728,0.00102301477,4.91952038,0.0600511767,0.09451034,0.0495834872,9.994983E-05,-0.0001418719,-0.000314579724,-0.0007599741,-0.0018046319,1.16525757,0.102184027,-0.0107727051,0.0247088615,0.0017702441,-0.00223593181,-0.0003178222,-0.000754967332,-0.00181241217,1.15602279,0.09945184,-0.0106201172,0.02477315,0.00179144891,-0.002244754,-0.5500161,2.13215256,2.73881,3.51421022
386,7.719997264739229,2054,0,0,0,0,0,-0.000143432189,0,-0.0009933872,-0.000143432189,0,-0.0009933872,1,0,0,2.8686427E-06,-5.96046448E-06,1.98677353E-05,0,0,0,-0.000626273861,-0.00148375332,-0.000222193514,-0.152191162,0.028801,0.0466847345,0.00180902414,6.585574E-05,0.0027553658,0.0001244872,3.46004963E-05,-0.00072453107,0.0240451545,0.03468012,0.07408554,-0.0023623805,-1.33460853E-05,-0.00175589765,0.00011885367,7.47442245E-05,-0.0005479837,0.0209034812,0.0335630178,0.074319385,-0.004861729,-0.0002264447,-0.00187574874,2.11901315E-05,0.0023983866,0.00102429686,4.92202044,0.0615209676,0.09430128,0.0498204678,0.000102558013,-0.00014298562,2.09826085E-05,0.00240543485,0.00102274329,4.919572,0.06005148,0.09450979,0.0496668369,9.95155642E-05,-0.000141753058,-0.000316573278,-0.00076931715,-0.00181183591,1.16529131,0.102198169,-0.0107727051,0.0247788522,0.00178936252,-0.00221576868,-0.000317244936,-0.0007545054,-0.00180939562,1.1560111,0.0994468,-0.0106201172,0.0247327536,0.001786232,-0.00225027464,-0.5500161,2.1321528,2.73881,3.51421022
387,7.7399972576530613,2061,0,0,0,0,0,-0.000143345736,0,-0.0009935281,-0.000143345736,0,-0.0009935281,1,0,0,2.86691352E-06,1.49011612E-08,1.98705529E-05,0,0,0,-0.0006261684,-0.00147652626,-0.000222159782,-0.152191162,0.0288005527,0.046685297,0.00180841563,6.508182E-05,0.0027544382,0.000124451311,4.38243151E-05,-0.0007323561,0.0240270924,0.0346797556,0.0740856,-0.00240194541,-1.40904776E-05,-0.00175541954,0.000118914832,8.38786364E-05,-0.0005451648,0.0209122151,0.0335624479,0.07431913,-0.00484726345,-0.000227376251,-0.00187578506,2.089197E-05,0.002410829,0.00102374831,4.92219162,0.0615219548,0.09430136,0.0500687733,9.803954E-05,-0.000142673132,2.10449452E-05,0.002408713,0.00102259719,4.919509,0.06005095,0.0945093,0.0495825149,0.00010032353,-0.0001416831,-0.000314607256,-0.000760093331,-0.00180462736,1.1652559,0.102185138,-0.0107727051,0.0247096363,0.00177014025,-0.00223659375,-0.000317809579,-0.0007547587,-0.00181245245,1.15603161,0.099453114,-0.0106201172,0.0247716326,0.00179147872,-0.00224565831,-0.5500161,2.13215256,2.73881,3.51421022
388,7.7599972505668928,2067,0,0,0,0,0,-0.000143439378,0,-0.000993386,-0.000143439378,0,-0.000993386,1,0,0,2.8687864E-06,-5.96046448E-06,1.98677135E-05,0,0,0,-0.000626249064,-0.00148372352,-0.000222192175,-0.152191162,0.0288012773,0.0466845967,0.00180890691,6.598233E-05,0.00275552552,0.000124487924,3.46004963E-05,-0.0007245319,0.024044,0.03468044,0.07408531,-0.0023622897,-1.31391471E-05,-0.00175598,0.000118976779,7.47442245E-05,-0.000548027863,0.02090662,0.0335633643,0.0743197948,-0.004862033,-0.0002262468,-0.0018764307,2.11066836E-05,0.0023983866,0.00102431152,4.92202234,0.0615222044,0.0943013653,0.04982062,0.00010294417,-0.000142724064,2.10698672E-05,0.0024048835,0.001022747,4.919561,0.0600522459,0.0945105255,0.04966686,9.99582844E-05,-0.000141475728,-0.000316694961,-0.000769376755,-0.00181179936,1.16529191,0.102200545,-0.0107727051,0.0247794241,0.001789388,-0.00221737055,-0.000317229831,-0.000755012035,-0.00180905429,1.15602016,0.09945064,-0.0106201172,0.024724301,0.00178642082,-0.00225014519,-0.5500161,2.1321528,2.73881,3.51421022
389,7.7799972434807252,2073,0,0,0,0,0,-0.000143314188,0,-0.0009936146,-0.000143314188,0,-0.0009936146,1,0,0,2.86628256E-06,1.49011612E-08,1.98722828E-05,0,0,0,-0.000626069552,-0.00147689879,-0.000222156334,-0.152191162,0.02880036,0.0466855951,0.00180844159,6.454274E-05,0.00275183679,0.0001244911,4.37945127E-05,-0.00072524487,0.0240650941,0.0346794352,0.0740859956,-0.00236693863,-1.4756275E-05,-0.001755264,0.000118732751,8.38637352E-05,-0.000548649346,0.02089637,0.0335618854,0.07431935,-0.00486426055,-0.000228349381,-0.0018745038,2.0949672E-05,0.0024074614,0.001023528,4.92199039,0.0615213737,0.09430164,0.04989574,0.000100781312,-0.000142514284,2.10432554E-05,0.00241036713,0.00102301477,4.9196,0.06005103,0.0945100337,0.04966945,9.754903E-05,-0.000142546036,-0.000316331832,-0.000763162971,-0.0018096345,1.16535926,0.102209568,-0.0107421875,0.0247571915,0.00178343244,-0.00222962955,-0.000316934224,-0.000752881169,-0.001809711,1.15598738,0.09944242,-0.0106201172,0.0247424059,0.0017849768,-0.00224838872,-0.5500161,2.13215256,2.73881,3.51421022
390,7.7999972363945576,2079,0,0,0,0,0,-0.000143414814,0,-0.000993337,-0.000143414814,0,-0.000993337,1,0,0,2.86829527E-06,-5.96046448E-06,1.98667331E-05,0,0,0,-0.0006261884,-0.00148375332,-0.000222188391,-0.152191162,0.028799627,0.04668439,0.0018091395,6.469338E-05,0.002755212,0.000124434213,3.46750021E-05,-0.0007328796,0.02404217,0.03467875,0.07408644,-0.00240479317,-1.44538653E-05,-0.001755114,0.000118950877,7.477403E-05,-0.000545419753,0.02090222,0.0335609838,0.07431907,-0.004848269,-0.000227764715,-0.00187573419,2.08474066E-05,0.00240403414,0.0010259077,4.92216063,0.0615215823,0.0943018049,0.0500760451,9.71313057E-05,-0.000142679477,2.09508235E-05,0.00240311027,0.00102263456,4.91953468,0.06004935,0.09450978,0.0495834835,9.991597E-05,-0.0001413408,-0.0003147493,-0.000762656331,-0.001801474,1.16525435,0.1021929,-0.0107727051,0.0246418975,0.00177112024,-0.00223832671,-0.00031789433,-0.0007584542,-0.00181216653,1.15600061,0.09944852,-0.0106201172,0.02476542,0.00179247116,-0.00224268972,-0.5500161,2.1321528,2.73881,3.51421022
391,7.81999722930839,2085,0,0,0,0,0,-0.000143367768,0,-0.0009935041,-0.000143367768,0,-0.0009935041,1,0,0,2.86735417E-06,1.49011612E-08,1.98700727E-05,0,0,0,-0.0006263005,-0.00147652626,-0.000222182163,-0.152191162,0.0288005136,0.04668544,0.001808347,6.639479E-05,0.0027547488,0.000124429076,4.386902E-05,-0.0007312666,0.0240224954,0.0346800946,0.0740859658,-0.00239552581,-1.247533E-05,-0.00175602338,0.000118952448,8.390844E-05,-0.0005442788,0.0209173691,0.0335627943,0.07431959,-0.004843701,-0.000225258977,-0.00187668065,2.12637515E-05,0.00241042674,0.00102557323,4.922197,0.06152143,0.09430148,0.0499949865,9.781428E-05,-0.000143639074,2.10116486E-05,0.002409324,0.00102204131,4.919483,0.0600511841,0.09451064,0.04957835,0.000102863232,-0.000141177923,-0.000314433652,-0.0007597804,-0.00180689758,1.165206,0.1021724,-0.0108032227,0.0247378685,0.00177352957,-0.00222390122,-0.000318168662,-0.0007536113,-0.00181295129,1.15605843,0.09946037,-0.0105896,0.0247805174,0.0017920055,-0.002250567,-0.5500161,2.13215256,2.73881,3.51421022
392,7.8399972222222223,2091,0,0,0,0,0,-0.000143453479,0,-0.0009934218,-0.000143453479,0,-0.0009934218,1,0,0,2.86906834E-06,-5.94556332E-06,1.98684284E-05,0,0,0,-0.000626242952,-0.00148367882,-0.000222182149,-0.152191162,0.028801417,0.046684593,0.00180917582,6.610001E-05,0.002754662,0.000124619459,3.46601E-05,-0.0007239366,0.0240437761,0.0346805863,0.0740848258,-0.002359376,-1.33218045E-05,-0.00175658555,0.000118759956,7.480383E-05,-0.0005480023,0.0209133048,0.03356369,0.07431974,-0.004861887,-0.000226294564,-0.00187531183,2.13674175E-05,0.00240001082,0.00102314632,4.92203236,0.0615210235,0.09430016,0.049815543,0.000103773506,-0.000142993333,2.08917627E-05,0.00240546465,0.001022912,4.919538,0.0600526445,0.09451002,0.04966728,9.933846E-05,-0.00014181908,-0.000316486,-0.0007712692,-0.00181321707,1.16526735,0.102193728,-0.0107727051,0.024808133,0.00178971363,-0.00221115327,-0.000317249418,-0.0007532388,-0.00180874229,1.15604758,0.09945356,-0.0106201172,0.0247164741,0.00178621954,-0.00225233124,-0.5500161,2.1321528,2.73881,3.51421022
393,7.8599972151360538,2097,0,0,0,0,0,-0.000143310142,0,-0.0009936183,-0.000143310142,0,-0.0009936183,1,0,0,2.86620161E-06,0,1.98723574E-05,0,0,0,-0.000626164954,-0.00147654116,-0.000222165574,-0.152191162,0.0288006011,0.04668531,0.00180832925,6.470254E-05,0.00275439862,0.00012433235,4.38094139E-05,-0.0007254529,0.0240639579,0.03467949,0.07408482,-0.00236795,-1.47777127E-05,-0.00175450731,0.000118902492,8.38637352E-05,-0.0005486094,0.0209034681,0.03356219,0.07431987,-0.004864105,-0.000228301069,-0.00187537959,2.103941E-05,0.0024074614,0.00102240464,4.922,0.06152122,0.09430084,0.04989338,0.000101513069,-0.000143287791,2.09599057E-05,0.002410397,0.00102342386,4.91958,0.0600516163,0.09451001,0.04967038,9.765172E-05,-0.000141706289,-0.000316453341,-0.000763997436,-0.0018105621,1.165342,0.102206185,-0.0107421875,0.02477397,0.00178424281,-0.002228626,-0.0003169548,-0.0007520616,-0.0018091026,1.15601289,0.09944707,-0.0106201172,0.0247305762,0.00178467669,-0.002250469,-0.5500161,2.13215256,2.73881,3.51421022
394,7.8799972080498861,2101,0,0,0,0,0,-0.000143392317,0,-0.0009933315,-0.000143392317,0,-0.0009933315,1,0,0,2.867845E-06,-5.94556332E-06,1.98666239E-05,0,0,0,-0.0006261627,-0.00148370862,-0.0002221775,-0.152191162,0.0288,0.046684362,0.00180906488,6.478488E-05,0.00275538955,0.000124135928,3.46153975E-05,-0.000733224733,0.024039451,0.03467904,0.07408549,-0.00240636314,-1.4211786E-05,-0.00175374933,0.000118964716,7.47591257E-05,-0.0005453062,0.0209098477,0.0335615464,0.07431939,-0.00484785065,-0.000227489349,-0.00187593419,2.08293131E-05,0.0024022758,0.00102506333,4.9221673,0.0615218841,0.09430155,0.05007484,9.776738E-05,-0.00014359843,2.09977934E-05,0.00240314,0.00102310791,4.919517,0.0600503162,0.09450987,0.0495843664,9.992466E-05,-0.000141409982,-0.000314827019,-0.0007632822,-0.00180197891,1.16524947,0.102191858,-0.0107727051,0.0246519856,0.00177118764,-0.00223936746,-0.00031794596,-0.000757843256,-0.00181172264,1.15601766,0.0994515345,-0.0106201172,0.0247560777,0.001792548,-0.002243757,-0.5500161,2.1321528,2.73881,3.51421022
395,7.8999972009637185,2107,0,0,0,0,0,-0.000143349724,0,-0.0009934247,-0.000143349724,0,-0.0009934247,1,0,0,2.86699333E-06,0,1.98684847E-05,0,0,0,-0.000626283756,-0.00147654116,-0.000222182309,-0.152191162,0.028800847,0.04668538,0.00180859573,6.621627E-05,0.0027546864,0.000124352926,4.386902E-05,-0.0007313642,0.0240190029,0.0346803777,0.07408545,-0.00239602453,-1.25194711E-05,-0.00175562524,0.000118782213,8.390844E-05,-0.000547734031,0.0209058672,0.0335632823,0.07431898,-0.004860869,-0.000225448428,-0.00187579659,2.11047536E-05,0.00241035223,0.00102508394,4.922202,0.06152252,0.09430123,0.04999396,9.870787E-05,-0.000143406956,2.08668316E-05,0.00241045654,0.00102258462,4.919568,0.06005186,0.0945095941,0.04966558,0.0001003711,-0.000141590892,-0.000314587145,-0.000760138035,-0.00180722983,1.16520536,0.1021767,-0.0108032227,0.0247434936,0.00177398347,-0.0022252216,-0.000317351427,-0.000752523541,-0.00180993532,1.15601373,0.09944702,-0.0106201172,0.0247455668,0.00178575283,-0.00225344626,-0.5500161,2.13215256,2.73881,3.51421022
396,7.9199971938775509,2113,0,0,0,0,0,-0.0001434642,0,-0.0009933496,-0.0001434642,0,-0.0009933496,1,0,0,2.869283E-06,-5.94556332E-06,1.98669841E-05,0,0,0,-0.0006261922,-0.00148369372,-0.000222195988,-0.152191162,0.0288011339,0.0466844849,0.00180888653,6.565546E-05,0.0027545637,0.000124567116,3.46601E-05,-0.000723932753,0.0240397621,0.03468012,0.07408527,-0.00235972158,-1.40378224E-05,-0.00175603619,0.000119030527,7.480383E-05,-0.0005488905,0.02089344,0.03356311,0.07431972,-0.004865926,-0.000227278986,-0.00187634781,2.131558E-05,0.00240001082,0.00102292013,4.92203665,0.061521437,0.0943015,0.04981496,0.000102989747,-0.000143054029,2.10179314E-05,0.00240473449,0.00102301384,4.91960669,0.0600517,0.09451066,0.0496703573,9.879494E-05,-0.00014124508,-0.0003166466,-0.0007713586,-0.001813371,1.16526759,0.102196068,-0.0107727051,0.0248101521,0.00179005682,-0.002212855,-0.000317120226,-0.0007559955,-0.00180910178,1.15597272,0.0994415,-0.0106201172,0.024729345,0.00178593863,-0.002248135,-0.5500161,2.1321528,2.73881,3.51421022
397,7.9399971867913832,2119,0,0,0,0,0,-0.000143297846,0,-0.0009936481,-0.000143297846,0,-0.0009936481,1,0,0,2.86595582E-06,1.49011612E-08,1.9872954E-05,0,0,0,-0.000626158144,-0.00147654116,-0.00022215533,-0.152191162,0.0287999734,0.04668518,0.00180867664,6.43370149E-05,0.002754437,0.000124357291,4.38243151E-05,-0.000725484162,0.0240599737,0.0346788429,0.07408511,-0.00236821827,-1.49206553E-05,-0.00175454677,0.000118755415,8.38637352E-05,-0.0005452789,0.0209011119,0.03356131,0.07431926,-0.004847397,-0.00022847057,-0.00187459472,2.08930742E-05,0.0024074316,0.00102240848,4.92200327,0.0615208149,0.09430107,0.0498935767,0.000101022117,-0.000142847217,2.110417E-05,0.0024086535,0.00102228881,4.919541,0.06005009,0.09451011,0.0495821126,9.934704E-05,-0.000142498247,-0.000316513615,-0.00076405704,-0.00181042042,1.16534626,0.102206148,-0.0107421875,0.0247729514,0.0017840229,-0.002229865,-0.000317547878,-0.0007558614,-0.00181319762,1.1559974,0.09944758,-0.0106201172,0.0247864928,0.00179136393,-0.00224071485,-0.5500161,2.13215256,2.73881,3.51421022
398,7.9599971797052147,2125,0,0,0,0,0,-0.000143378114,0,-0.0009933778,-0.000143378114,0,-0.0009933778,1,0,0,2.867561E-06,-5.94556332E-06,1.9867548E-05,0,0,0,-0.0006262041,-0.00148370862,-0.000222189483,-0.152191162,0.0287998132,0.04668442,0.00180881494,6.524443E-05,0.00275546662,0.000124108992,3.46452E-05,-0.000733125664,0.02403617,0.0346790366,0.07408552,-0.00240559317,-1.36135923E-05,-0.00175382476,0.00011865954,7.480383E-05,-0.0005446533,0.020914413,0.03356145,0.0743188038,-0.004844881,-0.000226754724,-0.00187464163,2.08029E-05,0.002404049,0.00102523132,4.922171,0.0615213476,0.09430108,0.0500750169,9.809374E-05,-0.000143586571,2.09045484E-05,0.00240433216,0.00102188636,4.91948843,0.0600496978,0.09450961,0.0495791063,0.000101347905,-0.000142113175,-0.0003147103,-0.000763133168,-0.00180196809,1.16525245,0.102192394,-0.0107727051,0.0246503856,0.00177118834,-0.00223784684,-0.000318201346,-0.0007556975,-0.00181261473,1.1560508,0.09945714,-0.0105896,0.02477184,0.00179295149,-0.00224752,-0.5500161,2.1321528,2.73881,3.51421022
399,7.9799971726190471,2131,0,0,0,0,0,-0.000143355777,0,-0.0009934269,-0.000143355777,0,-0.0009934269,1,0,0,2.86711429E-06,0,1.986853E-05,0,0,0,-0.0006262592,-0.00147689879,-0.000222191331,-0.152191162,0.0288010146,0.0466859527,0.00180841843,6.657827E-05,0.00275227241,0.00012430067,4.38392162E-05,-0.0007313154,0.02401603,0.0346807837,0.07408573,-0.0023955768,-1.21493767E-05,-0.00175551267,0.000118814707,8.389354E-05,-0.000547694333,0.0209112987,0.0335637033,0.074319914,-0.004860849,-0.000224977164,-0.00187609927,2.11257684E-05,0.00241042674,0.00102524075,4.922205,0.061523024,0.09430197,0.049994234,9.871933E-05,-0.000143606361,2.09089849E-05,0.00241051614,0.00102262676,4.91954136,0.0600528046,0.0945106745,0.0496655181,0.000101024591,-0.000141475291,-0.000314542442,-0.0007599741,-0.00180709083,1.165207,0.102175765,-0.0108032227,0.024741428,0.00177380978,-0.00222488539,-0.0003172688,-0.000751450658,-0.0018093579,1.156052,0.09945545,-0.0106201172,0.02473137,0.00178541848,-0.00225526514,-0.5500161,2.13215256,2.73881,3.51421022
