step,fixed_time,frame,input_x,input_y,desired_vx,desired_vy,desired_vz,target_ax,target_ay,target_az,applied_ax,applied_ay,applied_az,grounded,stepped,step_rise,full_rig_acceleration,Player_vx,Player_vy,Player_vz,Player_avx,Player_avy,Player_avz,ChestPhysics_vx,ChestPhysics_vy,ChestPhysics_vz,ChestPhysics_angle_x,ChestPhysics_angle_y,ChestPhysics_angle_z,ChestPhysics_rel_avx,ChestPhysics_rel_avy,ChestPhysics_rel_avz,ThighPhysics_L_vx,ThighPhysics_L_vy,ThighPhysics_L_vz,ThighPhysics_L_angle_x,ThighPhysics_L_angle_y,ThighPhysics_L_angle_z,ThighPhysics_L_rel_avx,ThighPhysics_L_rel_avy,ThighPhysics_L_rel_avz,ThighPhysics_R_vx,ThighPhysics_R_vy,ThighPhysics_R_vz,ThighPhysics_R_angle_x,ThighPhysics_R_angle_y,ThighPhysics_R_angle_z,ThighPhysics_R_rel_avx,ThighPhysics_R_rel_avy,ThighPhysics_R_rel_avz,ShinPhysics_L_vx,ShinPhysics_L_vy,ShinPhysics_L_vz,ShinPhysics_L_angle_x,ShinPhysics_L_angle_y,ShinPhysics_L_angle_z,ShinPhysics_L_rel_avx,ShinPhysics_L_rel_avy,ShinPhysics_L_rel_avz,ShinPhysics_R_vx,ShinPhysics_R_vy,ShinPhysics_R_vz,ShinPhysics_R_angle_x,ShinPhysics_R_angle_y,ShinPhysics_R_angle_z,ShinPhysics_R_rel_avx,ShinPhysics_R_rel_avy,ShinPhysics_R_rel_avz,FootPhysics_L_vx,FootPhysics_L_vy,FootPhysics_L_vz,FootPhysics_L_angle_x,FootPhysics_L_angle_y,FootPhysics_L_angle_z,FootPhysics_L_rel_avx,FootPhysics_L_rel_avy,FootPhysics_L_rel_avz,FootPhysics_R_vx,FootPhysics_R_vy,FootPhysics_R_vz,FootPhysics_R_angle_x,FootPhysics_R_angle_y,FootPhysics_R_angle_z,FootPhysics_R_rel_avx,FootPhysics_R_rel_avy,FootPhysics_R_rel_avz,camera_offset_x,camera_offset_y,camera_offset_z,camera_distance
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5500003,2.13215256,-2.82050323,3.57824159
1,0.0199999929138322,2,0,0,0,0,0,-0.0403742231,0,0.0182626322,0,0,0,0,0,0,1,0.000807484146,-0.17405583,-0.0003652525,0,0,0,0.009857623,-0.1301699,-0.0007003928,0.024248179,-0.00183105469,0.05631886,0.0187213887,-0.002343124,0.0288325232,0.000854112,-0.17396529,-0.0252742171,-0.134613037,-0.006866455,0.00265029375,-0.127504051,-0.005644791,0.00179940776,0.000884377747,-0.17405583,-0.0260984879,-0.132141113,-0.00598144531,0.00275490549,-0.125954971,-0.004887905,0.00188739772,-6.423013E-05,-0.177589625,0.003823428,0.6381655,-0.00561523438,0.0022319206,0.5639726,-0.00528056035,0.002165905,-5.73790931E-05,-0.177677289,0.00381592615,0.6401472,-0.00491333,0.00228514173,0.5659156,-0.00464290846,0.00221556076,-8.97659047E-05,-0.214666039,0.08460981,0.495589942,-0.00341796875,0.0013098066,0.463403046,-0.0039628474,0.00157798454,-0.000108300992,-0.214778081,0.08477558,0.4957767,-0.00305175781,0.00129645923,0.463962018,-0.00356294122,0.0015696889,-0.550032139,2.13567233,2.738815,3.51635313
2,0.0399999858276644,3,0,0,0,0,0,-0.0129940361,0,0.09765431,0,0,0,0,0,0,1,0.000259880617,-0.351888359,-0.00195308554,0,0,0,0.000643655658,-0.3370413,-0.00436450867,0.03097205,10.7982035,0.01418988,0.00440500351,0.00164289214,0.009993357,-3.84952873E-05,-0.351839185,-0.0272479169,-0.28729248,10.7981682,7.58684E-05,-0.123708025,0.005619535,-0.000911578943,3.259722E-05,-0.351831317,-0.02622247,-0.289794922,10.80034,0.000142033387,-0.1237401,0.00646245945,-0.0008780127,0.000262778049,-0.350132644,0.0313427821,1.20368516,10.7957478,0.00230386248,0.6345971,0.00267455261,-0.000584099151,0.000313816185,-0.3501744,0.0311758444,1.20284259,10.7980471,0.00245925016,0.63159126,0.00395247433,-0.0005356819,8.617058E-05,-0.3878334,0.131433323,1.06553721,10.7935514,0.002609897,0.5168135,-0.0005656723,0.0009322051,-1.54817826E-07,-0.387876838,0.131162733,1.06541789,10.7957687,0.00266343378,0.516375363,0.0009890392,0.00102903857,-0.9921746,4.18816948,0.485022038,4.3313303
3,0.059999978741496596,3,0,0,0,0,0,1.53623831,0,0.239058346,0,0,0,0,0,0,1,-0.0307247546,-0.5360413,-0.004781165,0,0,0,0.148989916,-0.532544434,-0.0174007211,0.07593763,17.5686989,-1.01858521,0.0133826286,-1.19463742,0.152095541,0.243037984,-0.53884697,0.358912319,-1.28488159,22.48787,0.5430066,2.446908,0.15125598,-2.217433,0.2861081,-0.5335279,-0.3834707,0.480009645,22.5078049,0.641051769,-2.787408,0.06609103,-1.92881632,0.0558948368,-0.5387435,0.143881008,0.257181227,21.9999561,1.00487947,-0.532797933,0.504358232,0.9262713,0.06848327,-0.52554667,-0.0227163285,3.201854,22.0328617,1.21563482,1.98426974,0.5020349,0.7303494,-0.113615751,-0.5084347,-0.005447343,0.6443349,21.35552,0.8454881,-0.379719079,-0.00411345949,0.8382231,-0.137105137,-0.6196072,0.308209062,2.563827,21.3430614,1.02172661,1.55029666,-0.0214689318,0.7296331,-0.9912488,4.19887972,0.48538506,4.34151649
4,0.0799999716553288,3,0,0,0,0,0,2.67496634,0,0.5960435,0,0,0,0,0,0,1,-0.0534993038,-0.726699531,-0.0119208656,0,0,0,0.210295573,-0.721725762,-0.00611349568,0.009152667,20.2755184,-1.71395874,0.05011694,-2.83705616,0.6736984,0.207561567,-0.748557568,0.492927641,-2.00268555,30.0288582,0.9455918,3.272117,2.38693285,-2.90791416,0.3853137,-0.738845348,-0.424939275,1.02739656,30.060957,1.23239672,-3.62388,2.23621273,-2.39953279,0.107084289,-0.710244358,0.3366577,-1.24343872,29.9364357,1.73852336,-0.555947065,-2.50355458,0.815104365,0.174301222,-0.6927711,-0.145305246,5.478013,30.024416,2.476046,1.98240471,-2.53522134,0.526082039,0.0538176373,-0.606369555,0.0286914967,-0.6835022,30.3063049,1.90092576,-0.9867263,-1.85259759,1.25418735,-0.0178079829,-0.8094766,0.2818525,4.879437,30.2650127,2.61593676,2.39617682,-1.92380965,0.770449638,-0.9898572,4.21342,0.486096054,4.35534334
5,0.099999964569160993,3,0,0,0,0,0,3.726703,0,1.16648364,0,0,0,0,0,0,1,-0.07453403,-0.922443449,-0.023329664,0,0,0,0.26469928,-0.8971885,0.0392418131,-0.142211914,11.9273615,-2.02557373,0.148346633,-3.82884073,1.15484929,0.122350752,-0.961190939,0.6000759,-2.50888062,21.6667862,1.52986109,3.66168046,2.64445,-3.31367636,0.489948332,-0.9489982,-0.3959522,1.73668015,21.7465038,1.70234227,-4.01824951,2.413807,-2.602954,0.05578056,-0.8955482,0.4896685,-2.68688965,22.2904282,2.6668458,-0.240520567,-8.236432,0.8745556,0.221540928,-0.8713894,-0.222191826,7.64862871,22.4738159,3.43816113,1.73919725,-8.270436,0.285541415,0.441697836,-0.766925752,0.17496185,-2.16992188,24.1240158,3.37698984,-0.8986547,-7.266649,1.50678551,0.3188867,-0.9613184,0.113532573,7.39806461,24.1306686,4.285952,2.402842,-7.33738,0.396338224,-0.988105536,4.23188925,0.487158746,4.3729353
6,0.11999995748299319,3,0,0,0,0,0,3.62859321,0,1.35868967,0,0,0,0,0,0,1,-0.07257184,-1.11707556,-0.0271737818,0,0,0,0.212412089,-1.07961011,0.07908946,-0.167572021,5.39459229,-1.35021973,0.240711778,-3.27665,1.23744631,-0.0303825289,-1.1413362,0.369317651,-2.355774,16.605154,1.79868722,1.8300581,0.6134982,-1.48675632,0.2605555,-1.13475323,-0.182571054,2.02162957,16.6885223,1.83007085,-1.76456511,0.5118164,-1.15316629,0.1181308,-1.11276293,0.541161358,-2.79400635,16.7742672,2.67703271,0.4771085,-4.813075,-0.323691458,0.346771628,-1.1091671,-0.269552618,7.97359467,17.0473366,3.01157069,0.0406391174,-4.674223,-0.265857279,0.6494323,-1.06028318,0.5457184,-2.83270264,17.3416519,3.83437562,-0.541473866,-5.59669542,0.06250763,0.692570746,-1.14347625,-0.174267143,8.432584,17.6474533,4.139564,0.4711716,-5.230377,-0.649313331,-0.986519754,4.25425053,0.487954378,4.394311
7,0.13999995039682539,4,0,1,0.872596264,0,-3.90366173,46.8033371,0,-193.986725,0,0,0,0,0,0,1,-0.0634701252,-1.31017852,-0.02392876,0,0,0,0.15045245,-1.28501272,0.07164102,-0.00277709961,-8.576813,-0.503753662,0.223977059,-2.13128662,0.920772731,-0.0222568326,-1.31873953,0.215597779,-2.09500122,2.838381,1.75632918,0.672843158,-2.874082,-0.52304256,0.1407151,-1.317167,-0.110970981,2.017251,2.89307,1.74337351,-0.586603642,-2.859582,-0.479150951,0.176690891,-1.32987487,0.5176547,-2.016388,2.892744,1.95537555,0.8866889,-2.77326441,-0.9060669,0.407191634,-1.337548,-0.2662002,7.44730043,3.17086387,2.087277,-0.647193551,-2.64976025,-0.5487465,0.577013135,-1.37673759,0.7692478,-2.56564331,2.90616083,3.07199073,0.151566327,-3.165868,-1.01664853,0.8105275,-1.3374517,-0.309336722,8.09778,3.35905361,3.15605235,-0.715252161,-2.85694861,-0.9290719,-0.7450445,4.19319868,0.81483525,4.336123
8,0.15999994331065759,4,0,1,0.872596264,0,-3.90366173,44.9444,0,-195.018692,0,0,0,0,0,0,1,-0.02629137,-1.504098,-0.00328942947,0,0,0,-0.024893567,-1.48800766,-0.0306057483,0.150005654,-18.0245667,1.24185526,0.0179825723,-0.598640561,0.577662,-0.0186124612,-1.47409236,-0.3588366,-0.691253662,-11.245636,0.932431638,-2.56015015,-2.62512875,1.7437855,-0.367415428,-1.47609174,0.109776378,0.881704152,-11.1807556,0.530959,2.32320786,-2.44289041,1.9311552,0.164918423,-1.55638337,0.37335816,1.0056535,-10.7936707,0.228944764,2.69813132,-2.78895354,-1.66130757,0.284384638,-1.59488118,-0.2138127,5.29114628,-10.6242065,-0.2618103,-1.98821306,-2.64167261,-1.82176447,0.485031068,-1.73576856,1.02075887,-0.533905,-10.3639526,1.21311867,1.94615424,-2.50247,-1.83314979,0.9793032,-1.52776515,-0.419776231,6.09665728,-9.9956665,0.8604512,-2.04600763,-2.28830838,-1.97924852,-0.7447111,4.223243,0.8144825,4.36506128
9,0.17999993622448979,8,0,1,0.872596264,0,-3.90366173,43.3522758,0,-195.5518,0,0,0,0,0,0,1,0.00555111468,-1.70175254,0.007372955,0,0,0,-0.113367952,-1.69332528,-0.04726899,0.0793183744,-10.2473145,2.38282156,-0.120328173,2.15719461,-0.151625127,-0.04743944,-1.68548954,-0.436333656,0.126759529,-14.2348633,-0.0977172852,-3.415491,-1.49192417,2.22662425,-0.3730863,-1.68768179,0.2280048,-0.339813232,-14.1348877,-0.329193115,3.05406213,-1.35370874,2.453817,0.08298786,-1.69420576,0.129195288,4.164854,-13.7734375,-1.62207031,2.595133,-2.61991477,-1.18536949,0.0493454039,-1.732944,-0.09660175,2.587756,-13.652771,-1.64816284,-1.71197629,-2.635086,-1.45121312,0.351455867,-1.90380883,0.9221557,2.769272,-13.3948975,-1.09542847,3.2108016,-2.67532825,-1.54388857,0.7349652,-1.58799756,-0.3881204,3.33478379,-13.4199219,-1.14645386,-2.3060503,-2.87114382,-1.99574947,-0.7456888,4.18298864,0.814570248,4.32631159
